"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","group"
"63 CS_HS_2ndcross",-0.363592546804765,-2.06138959705018,0.17102534330163,-0.442487015245192,-0.0422085955314157,0.491348752165346,0.148207013288653,-0.562594233555848,0.487760696053435,-0.306590936367071,0.0030983824593816,0.0997626954675846,"CS_HS"
"64 CS_HS_2ndcross",-0.659641910210399,-1.76556748940435,0.838393571302035,0.2029884391358,-0.0555083229535567,-0.952558195587782,-0.174586355708109,-0.504817352173678,-0.380072479997376,-0.107799004871235,-0.0403095844462985,0.000981872944098822,"CS_HS"
"65 CS_HS_2ndcross",1.91125587610114,-1.05959944278302,0.106911818395516,-1.19209878471311,-0.383912040628297,-0.382623968692382,0.905265585742542,-0.64791561520612,0.317876903119758,-0.763720462119456,0.0263550160619247,-0.043540556289276,"CS_HS"
"66 CS_BS_2ndcross",-1.91376654955361,-0.737606119242419,-0.800226188198516,-0.211524033313866,-0.180735563371703,1.06096827135121,0.0154869726626067,0.25964675525221,-0.298799127179185,-0.000620031043661623,0.154412396463324,-0.0695225865131358,"CS_BS"
"67 CS_TP_2ndcross",0.624314407231592,1.77853028631993,0.462238524072657,0.903925804230882,0.114911484575519,0.317977606044188,0.00653244996539462,-0.0465534566790581,0.405416364665173,-0.196617286709569,0.0549514872099532,-0.059978608910779,"CS_TP"
"68 CS_TP_1stcross",1.33618493915742,1.64983511497749,-0.692021328244898,0.843442355613557,0.42268781298851,0.824473552389737,0.337631073327451,-0.192323830721268,1.14298483175803,-0.519439745126464,0.0656910744216124,-0.0678534888306428,"CS_TP"
"69 CS_TZ_1stcross",-1.30764579735457,2.77558205891253,0.163863064321625,-1.33586617532898,-0.364456965433919,-0.896983684221722,-0.0101284309969799,-0.187363604181647,0.379606366345744,0.111395422363958,0.00648005375763783,0.203636812780928,"CS_TZ"
"70 CS_HS_1stcross",-1.66658115047976,-0.840274063840778,-0.941165049299447,-0.76277518049062,0.449801829563232,0.411199359563347,0.685166482013061,-0.569496884390911,0.603731247166554,-0.503641162075672,-0.0194163463898239,-0.0208875992526587,"CS_HS"
"71 CS_BS_1stcross",-0.895630628758783,-0.646742710340054,-0.566618487715135,0.271533430514593,0.328392813550779,-0.50463704202316,-0.171140896979031,0.695666331375905,0.788506529058263,0.0547338510439089,0.004092770240726,-0.0163597964548081,"CS_BS"
"72 CS_JC_1stcross",-0.264194321530125,-0.340895005674306,-0.165340255528966,-1.29277383147836,0.489259304953501,1.03450893053114,0.442733572453039,0.203472650799512,0.264407956517792,0.264496484084028,-0.174154851547638,0.0549365180893854,"CS_JC"
"73 CS_TP_1stcross",-0.997937305519533,0.529335505712743,1.32140098046447,0.352965178585325,0.143554727489885,-0.455846629954186,-0.34384354252283,0.256684619635886,0.144798900788232,0.0989277222621716,-0.0550205097011804,0.00682742140756569,"CS_TP"
"74 CS_TZ_1stcross",-1.43043001981863,1.47493283490957,-0.0954864012865559,0.501566660184776,0.4474181754203,-0.743260785879959,0.560200744029001,-0.157137940223282,0.169546378390432,0.0453729115764755,0.0345800757722754,0.0239381069725293,"CS_TZ"
"75 CS_HS_1stcross",-2.58079304040049,-0.610325461639137,-0.4788202314018,-0.0737591342393538,1.31253274924539,-0.207897023286178,0.71990254756814,-0.195595570992621,-0.390752166948362,-0.149092198397972,-0.0111433693339246,0.126227062517477,"CS_HS"
"76 CS_BS_1stcross",2.04328644810916,0.404188138310416,-2.09052904064858,1.11912844219276,1.16285888332108,-1.07823184942588,0.444798041619559,0.689752561570199,0.0802797982583966,-0.111941972499907,-0.129363045139355,-0.00399845363884521,"CS_BS"
"77 CS_JC_1stcross",2.65735296704463,-1.15201506085612,-0.0343924052887352,0.980788316691983,-0.280384421585549,1.3080997865816,-0.717822876555614,-0.597581292453411,0.005800962430939,-0.223986114522332,0.0184601399030423,0.0032837210351116,"CS_JC"
"78 CS_TP_1stcross",-0.541139247679857,2.90734340528434,1.21210178323842,0.542901095866666,0.257222925016591,0.202371977651442,-0.0497713240525968,0.0635973700226385,-0.16392663611635,0.255787141063565,-0.0130471901596755,0.128546527988975,"CS_TP"
"79 CS_TZ_1stcross",-1.93828247451645,0.848061484676585,-0.426997894630408,0.0859079156355756,1.07445709508879,-0.0851125453304339,0.328275231747916,0.374270493494429,-0.191719791848777,-0.528585344698524,0.105563237897756,-0.146756570562385,"CS_TZ"
"80 CS_HS_1stcross",1.8353020686104,-1.42841240232564,-1.67287898020602,1.89153053689438,1.00432572613692,0.484935383528951,-0.598185135438435,-0.798292168002,-0.212566461363997,0.0117412698493035,-0.131066238852571,-0.185473932399194,"CS_HS"
"81 CS_BS_1stcross",-1.43579650412206,-1.28754399637434,0.208933255479754,-0.0580313326168681,0.208382951634915,0.776615212597219,0.300994228133064,-0.592147653746393,-0.836315683461756,-0.475317082766109,0.0391520440995809,0.083760768333778,"CS_BS"
"82 CS_JC_1stcross",-0.575752788833392,0.151349808071281,1.60674965682769,-0.0393990978191691,-0.309277992608357,0.199079076771777,-0.192739746240181,0.639323293327022,0.0101532920426367,0.4877214922925,-0.11838867216953,0.035596417641751,"CS_JC"
"83 CS_TP_1stcross",-0.678314325667291,0.887102003225072,0.628766021533054,0.78337940183266,0.605917239750616,-0.839138766180955,-0.252274245878707,-0.201201279678453,0.129999893923223,0.140538844031092,-0.00416332010777865,-0.110836275308638,"CS_TP"
"84 CS_TZ_1stcross",0.124289368382741,1.70648133974953,-0.307641803537346,0.0775532243957942,0.447396184671231,-1.18003424499361,0.582623389406457,0.277173428302317,0.183269511886734,0.38188011435248,-0.0162867921474099,-0.190951814178546,"CS_TZ"
"85 CS_HS_1stcross",-2.78560866092502,0.841053679595633,-6.16453307193227,-0.270406422024913,-3.07207626723598,-1.06754107398468,-1.63122009833097,-0.296647514241895,0.0174866426598864,0.175576782763998,-0.0260023749194257,-0.0623963813649197,"CS_HS"
"86 CS_BS_1stcross",-3.99193239094779,0.388500119641924,-1.33916673546558,0.0964929637168971,-0.392279234757665,-0.849957100389761,-0.245961738140983,0.144442451570748,-0.299298594798647,-0.56627157893802,0.0108127555125156,-0.0315062034368633,"CS_BS"
"87 CS_JC_1stcross",1.23902769126766,0.639524124383167,-0.808414079466611,0.521828110296077,0.620336891093295,0.380333875475034,0.866309317531849,-0.583168710566605,0.0186192996760354,0.760813702086303,-0.17399658185437,-0.0438758455128117,"CS_JC"
"88 CS_TP_1stcross",-2.1163211499562,0.798661991296177,0.851795296300697,-0.299225978302385,-0.210147177730515,0.0235870748493963,0.0773595021698231,0.0941295515303892,0.568120959583018,0.3226498894748,-0.209806902864487,0.149513734410129,"CS_TP"
"89 CS_TZ_1stcross",-1.03293307515914,2.21439939789105,0.736828995673124,0.521865765430869,0.137786081633448,-0.706866647198702,0.754964277088446,-0.450224506316749,0.0903819971222242,0.105004869680209,-0.00140586961623364,-0.0903041123906462,"CS_TZ"
"90 CS_HS_1stcross",-2.91916815550286,-0.300887988366491,-0.767062101201315,0.324711109008331,1.41232304761661,0.369174552749361,-0.0457372046171669,0.747094616832542,-0.255893026126992,-0.19266997796839,0.0474282328433648,0.158559921212597,"CS_HS"
"91 CS_BS_1stcross",0.0999537641196281,0.656019037458213,-1.0622476142671,0.265659974411063,0.0912831159503634,-0.617197987991413,1.01866979006592,0.396940157535513,0.0602330192661086,-0.140986661574154,-0.0509021187974859,-0.21246083416004,"CS_BS"
"92 CS_JC_1stcross",-0.539333918241477,0.34618339198882,0.522582447459358,1.02702780507346,0.528700953921586,-0.478470630945705,-0.606196801665704,-0.118428120219675,0.332484622129986,0.00731197992163996,-0.0477678462071174,0.0539573427461606,"CS_JC"
"93 CS_TP_1stcross",-0.412408362790555,2.49807957810454,0.0677666138730752,0.206499434251518,0.308051393741576,-0.682544369613044,0.671964910276799,-0.330615907267056,-0.00342520496570189,-0.125973723331168,0.121354458813829,-0.0388154003778485,"CS_TP"
"94 CS_TZ_1stcross",-1.49365851363185,0.0668109204013054,-1.27680633533755,0.512867450060909,0.807861694272981,0.0797446165975562,-0.144328230165686,0.298129825725548,0.493402797477583,-0.104293656039427,0.0598094943395719,0.0232795969797422,"CS_TZ"
"95 CS_HS_1stcross",-0.835218340342687,-1.89084967153889,-1.11608863108484,0.0617933654632441,0.722568028512349,0.0284556694711235,0.762559722083929,-0.691755940689148,0.277743502427798,0.204504338086307,-0.0731240206791421,0.0203143134368775,"CS_HS"
"96 CS_BS_1stcross",-0.432731154278537,-0.095973262378298,0.112311822876905,0.720301803661261,0.353539802910302,-0.168322274557922,-0.292211633362194,0.0164575694336285,-0.109086053252774,0.279163600551447,0.164266720979653,-0.0475993780525352,"CS_BS"
"97 CS_JC_1stcross",2.91092250848733,0.232227279274156,-0.275599767976764,1.56821169733485,0.231291761795657,-0.45798703155664,-0.795593719183639,0.0443192638374139,-0.28567527262526,0.230035475356604,0.0480355436914918,0.0296038815977247,"CS_JC"
"98 CS_TP_1stcross",0.324582381062063,2.30567062474988,0.428408527706731,0.0955947810075446,0.335373821778056,-0.77581854207238,0.192172905435855,0.524674504413195,-0.101272584794102,0.47457481371896,0.122274669255201,0.0606972133562994,"CS_TP"
"99 CS_TZ_1stcross",-1.72443935601181,2.25461440437829,0.450988426436252,0.00309648627828721,-0.303890034079547,0.210149648047322,0.480982096121473,-0.454309513944525,-0.470467146268369,-0.190496222202508,0.0170492910614489,0.0022195899876386,"CS_TZ"
"100 CS_HS_1stcross",-3.76648378290437,0.70616612504379,-3.86882416725419,-0.791099481645712,-2.18935875067255,-0.642014493754875,-1.16510336766186,-0.361374168906377,-0.451424419782966,-0.130592382865601,0.16296736544843,0.0213018284839996,"CS_HS"
"101 CS_BS_1stcross",-0.432731154279592,-0.0959732623789039,0.11231182287739,0.720301803660743,0.353539802910303,-0.168322274559707,-0.292211633360988,0.0164575694321881,-0.109086053252754,0.279163600551333,0.164266720979053,-0.0475993780523979,"CS_BS"
"102 CS_JC_1stcross",1.89895043492973,-0.443090133482552,0.674545590358526,-0.442314641690908,-0.699982628967275,0.0905089397615035,0.795935729177898,0.111162829652584,0.15416120459271,-0.353479912513893,0.056501986816241,0.034054615155808,"CS_JC"
"103 CS_TP_1stcross",-1.9887648142617,3.30681400028865,1.34778655593779,0.168712795284964,0.0465330625142241,0.296554803255414,0.778644850816283,-0.109149740863889,-0.223948701900974,-0.253625135948391,-0.0446422715153489,0.0893690365606256,"CS_TP"
"104 CS_TZ_1stcross",-1.43250559316681,2.13833370728523,-0.902700271341848,0.230343355543808,-0.345373662072854,0.15591573599828,0.758993585277843,-0.579957408931092,0.0531998028125083,-0.0255614776815818,0.0109394647968501,0.113146139823018,"CS_TZ"
"105 CS_HS_1stcross",-3.17515747467352,-0.0593382956433455,-1.29539367758297,0.282226941202464,0.694849562664274,-0.266149351481918,-0.16289228408858,0.638123937747129,-0.25967348834496,-0.176097557085919,0.0148389571526584,-0.00462055454380372,"CS_HS"
"106 CS_BS_1stcross",-3.8636370263184,0.222075840005354,-0.807029050158061,-0.0842654170206069,-0.272060078009526,0.502805408600162,-0.148465423850515,0.592994436887155,-0.259030029934504,-0.590942755121801,-0.0522332564425066,-0.153772943962391,"CS_BS"
"107 CS_JC_1stcross",0.951908902281454,-0.728429089547832,0.816610045839459,0.937976817527567,-0.0324094859452521,0.0511946467142397,-0.780009628947416,-0.534325228236361,0.587058057928378,-0.0328989528382391,-0.0697043414850258,0.13498054411949,"CS_JC"
"108 CS_TZ_1stcross",-2.57776387163421,0.187535026264715,-1.18124179484446,-0.374896965245084,-0.419860831205984,0.0588437025842369,0.190854548479241,-0.573194763366657,-0.0272159901352849,-0.282438281029623,0.0304263961634107,0.11526454783359,"CS_TZ"
"109 CS_HS_1stcross",-2.76790091501449,-1.17431962793118,-0.188370717212454,0.261946379283422,0.857098320223137,-0.676209506588688,0.443976742048458,0.131490765802622,1.00645801452172,0.0849833607912707,-0.165863943788788,0.101725773511375,"CS_HS"
"110 CS_BS_1stcross",-2.39055340826521,0.332941763202554,-0.66873611643685,0.620949770644961,1.01460230860932,0.0139794283674117,0.305030642450403,0.503853359996411,-0.385035761321937,-0.553462226778021,0.128355745741119,-0.111584327651208,"CS_BS"
"111 CS_JC_1stcross",3.14694525788612,1.82226788891498,-0.279571980306322,2.10734177973731,0.156094993017841,0.309290354666233,-0.634196258007611,-0.774041829054971,-0.310286751476692,0.175629754127739,-0.321059007247258,0.0144472412719384,"CS_JC"
"112 CS_TP_1stcross",0.414362900324387,0.162362048326435,0.569483994913029,0.966656345313102,0.527410139665934,-0.926467842971675,-0.699927233016684,0.0125433046453716,-0.247498414548137,0.687134627053223,0.139363586812728,0.0508142032489994,"CS_TP"
"113 CS_TZ_1stcross",2.37627920527748,-1.86818303957499,0.473096770125719,-1.20759653289972,-0.706639986761562,-0.538765024155707,0.859160112352402,0.385666973057618,-0.336182268630844,0.00846505632838512,-0.149310438553556,0.0228966602455234,"CS_TZ"
"114 CS_HS_1stcross",-1.52987689197213,-1.63885566048034,1.33762905778315,0.390192762864975,0.0795143717219628,-0.4610387300969,-0.471570634046129,-0.386180909922301,0.372678153329644,0.0789113467906068,-0.042320917922738,0.0475164833389563,"CS_HS"
"115 CS_BS_1stcross",0.964847679444325,-2.88696429656833,1.44327891944739,-0.302912851010697,-0.705173075710358,-1.15029440767753,-0.0341238207998182,-0.446102057112325,-0.234392012551599,0.365341073222597,0.174371004095685,0.00700289685605504,"CS_BS"
"116 CS_JC_1stcross",-0.210250386095186,-0.250117235218514,1.46571133995162,0.272549300681264,-0.357175554117626,-0.694027056214745,0.404523644380144,-0.765809384138715,-0.316532990823016,0.401669691185054,-0.0158833470423391,0.00963338653432655,"CS_JC"
"117 CS_TZ_1stcross",1.7827105262916,-1.902766399786,-1.06379774667947,0.0580855034330709,0.643487411051871,-0.403950969792572,0.399049027012639,-0.467005225844471,-0.256774640487751,0.137876033358765,-0.0435748745704692,0.14148092863107,"CS_TZ"
"118 CS_HS_1stcross",-2.30020569496953,-1.66338681394708,1.4262539482794,-0.373196473236209,0.0837367949233134,0.103180191620157,-0.580958041516246,0.160481625825901,-0.509329569651714,-0.182115728931445,-0.144948423565641,0.105381108736435,"CS_HS"
"119 CS_BS_1stcross",0.523459886089884,0.0924651013320586,3.29537001594282,-1.19580200558317,-1.42410384394394,-0.792054336788701,-0.0265107490686195,-0.353397688880683,0.0191558979861391,-0.67103006511612,-0.219105522687703,-0.300635181047268,"CS_BS"
"120 CS_JC_1stcross",6.0144051718968,1.4800163814763,-1.05687631690531,2.1180703839771,0.300619637165895,-0.440522916350668,-1.25731822214113,-0.17222071848033,-0.588684750997901,-0.699136743386988,-0.573166287640174,0.229129490502274,"CS_JC"
"121 CS_TP_1stcross",0.726090494390411,1.75808624227738,-0.102326851850531,0.733240492000057,0.48281196652975,0.415016168389642,0.288786232981423,0.07871731028719,0.268192326820559,0.375478222422787,0.0414794637801586,-0.000618371297265663,"CS_TP"
"122 CS_TP_1stcross",-0.678731797243727,0.47772762622949,1.6632891458737,0.460914849544691,-0.300838550578639,0.14239841876555,-0.195966587610761,-0.346533837987773,0.196378411612559,0.575717942599274,-0.00123812453319196,0.23630111730262,"CS_TP"
"123 CS_TZ_1stcross",-1.76111325631698,0.885698485930499,1.04974489283128,0.167146150269435,-0.0675338056724477,0.517746787567525,-0.283212156131474,-0.0607031772701257,-0.13754536131523,0.0621264525101916,-0.00413899855665597,0.118599978277593,"CS_TZ"
"124 CS_HS_1stcross",-2.7119459940411,0.0258886173588819,0.0790250300330836,0.266165928763374,0.513106606705715,-0.624108268464684,-0.122041951325325,0.110480416137732,-0.2326811169339,-0.288486359738077,0.063799967946171,-0.110211501806987,"CS_HS"
"125 CS_BS_1stcross",4.45483396921688,-2.04009087025505,-1.22914133680094,-1.38366300460114,0.177468333077958,-0.471542934614193,0.353508797272777,0.348409566899175,-0.297704181326173,0.0678407256523806,0.152413454629415,0.34544645545264,"CS_BS"
"126 CS_JC_1stcross",-0.554374957795119,-0.494086477997753,0.898284044249493,0.248768717470845,-0.346316727973079,0.144309849027327,0.385888311130648,-0.108399305897409,0.404195214859842,0.209994831920757,0.0271296900612029,-0.0993938550468135,"CS_JC"
